journal,year,command,count
internationalinteractions,2015,mlogit,1
internationalinteractions,2015,reg3,1
internationalinteractions,2018,heckprobit,1
internationalinteractions,2018,gmm,1
internationalinteractions,2018,omodel,1
internationalinteractions,2018,gologit2,1
internationalinteractions,2018,ivreg2,1
internationalinteractions,2011,regress,1
internationalinteractions,2011,mlogit,1
internationalinteractions,2013,impute,1
internationalinteractions,2016,cgmreg,1
internationalinteractions,2016,estsimp,1
internationalinteractions,2016,clogit,1
internationalinteractions,2017,xtivreg,1
internationalinteractions,2017,mprobit,1
internationalinteractions,2017,impute,1
sppq,2018,regress,284
sppq,2018,nbreg,79
sppq,2016,xtmixed,71
sppq,2016,probit,69
sppq,2015,regress,64
sppq,2015,nbreg,63
sppq,2016,xtreg,60
sppq,2018,xtreg,59
sppq,2018,logit,54
sppq,2018,mixed,43
sppq,2019,bootstrap:regress,39
sppq,2018,probit,31
sppq,2018,xtabond,30
sppq,2015,zinb,23
sppq,2015,xtreg,22
sppq,2016,regress,21
sppq,2018,oprobit,20
sppq,2019,regress,20
sppq,2018,mprobit,19
sppq,2018,ivpoisson,18
sppq,2019,melogit,18
sppq,2015,probit,17
sppq,2017,menbreg,15
sppq,2015,xtpcse,13
sppq,2017,glm,13
sppq,2017,regress,13
sppq,2018,ivregress,10
sppq,2018,xtmixed,10
sppq,2018,xtnbreg,10
sppq,2019,nbreg,9
sppq,2019,xtreg,8
sppq,2017,stcox,8
sppq,2018,mlogit,7
sppq,2015,estsimp,6
sppq,2018,svy:logit,6
sppq,2017,xtpcse,6
sppq,2016,xtpcse,5
sppq,2015,anova,4
sppq,2018,relogit,4
sppq,2019,stcox,4
sppq,2017,oprobit,4
sppq,2014,logit,3
sppq,2014,nbreg,3
sppq,2018,svy:mlogit,3
sppq,2019,mixed,3
sppq,2016,gllamm,3
sppq,2017,xtreg,3
sppq,2017,mixed,3
sppq,2015,rreg,2
sppq,2018,melogit,2
sppq,2018,ivtobit,2
sppq,2018,estsimp,2
sppq,2019,logit,2
sppq,2019,heckman,2
sppq,2016,sem,2
sppq,2017,xtlogit,2
sppq,2015,xtprobit,1
sppq,2015,logit,1
sppq,2015,xtpoisson,1
sppq,2015,xtnbreg,1
sppq,2018,sureg,1
sppq,2018,poisson,1
