year,dataset,command,count
2017,TLSIUF,regress,4
2017,KKGA79,xtlogit,4
2017,FHJ86Q,regress,4
2017,YTEELK,ivreg2,4
2017,JCICCX,ivreg,4
2017,JZYACJ,ivregress,4
2017,FFPAXW,psmatch2,4
2014,27031,regress,3
2014,26906,qreg,3
2014,26042,regress,3
2014,24349,probit,3
2014,27616,clogit,3
2014,27838,xtreg,3
2014,27838,outreg,3
2014,26093,regress,3
2014,26312,probit,3
2014,26908,poisson,3
2014,26888,glm,3
2014,26888,tobit,3
2014,27521,regress,3
2014,25205,xttobit,3
2010,52DR9T,logit,3
2010,YJ3QDZ,regress,3
2015,28522,ivreg,3
2015,27042,regress,3
2015,27664,regress,3
2015,27664,glm,3
2015,26873,qreg,3
2015,26873,ivreg2,3
2015,27394,probit,3
2015,27394,ivreg2,3
2015,26754,regress,3
2015,BVWWOQ,regress,3
